,Unnamed: 0,Unnamed: 0.1,class,text,forum
623,694,695,1,"On December 17th I ordered a Christmas gift online from Dick's Sporting Goods. I paid $89 with shipping and handling. When I received the item I opened it up to wrap it in the Christmas wrapping paper and I saw both men's long wear had PLASTIC SECURITY TAGS! I wanted to remove the tag, but it broke and inside of that tag was SHARP, LIKE RAZOR GLASSES with an unknown liquid inside, instantly I was bleeding and that liquid mixed into my blood!

I called the Company and I told them that ""WHO SENDS AT CHRISTMAS TIME CLOTHING WITH SECURITY TAGS?"", they said, ""You could it take to the store and they can take it off!"" I replied that If I had time for the stores and shopping, I wouldn't have shopped online! I asked them what kind of liquid was inside the plastic tag? I CUT my hand and the liquid burst into the blood, They said they don't know what chemicals it contains, they don't know even what liquid it is! Is anyone checking employments IQ's before hiring? Maybe they don't do that test on purpose! If they were given IQ tests they WON'T HAVE ANY EMPLOYEES, there. One month went by and I didn't get refund FULL price either.",3
624,695,696,2,"After just over 2 years of service, my rates have increased 3 times, to the tune of over 40%. The channel selection has only decreased, the reliability remains the same, and as such the rate increases are unjustified. The functionality of the service is good, and well thought out, but the increases are unreasonable. I was a ""cord-cutter"" a few years ago, but even those rates didn't go up this fast. I will be looking at alternatives.",3
625,696,697,1,We did the free trial and cancelled the trial on the day we were suppose to. They billed us $44.99 and said we did not cancel in time. They said it was an hour late (which I know it wasn't). We called as soon as we saw the charge on our credit card (we had to try 5 different times because wait times were over an hour each time... another huge red flag). They said it was over a week since purchase and we couldn't cancel. We didn't even know about the charge until we got our credit card statement. At that point it was almost a month later. Steven at customer service was awful and said no one at their facility has the ability to refund money to people. I have never written a bad review... ever. I want to protect people from this company. They are awful!!! Do not use their service.,3
626,697,698,2,"PlayStation Vue has become a complete rip off since their update. It automatically starts streaming a show that live, 80% of the time I'm a few minutes into a show and get the http or bitrate error. As of now, I've been on hold for customer support for one hour, 20 minutes and counting. If I'm watching a show and want to see something else, I literally have to back out 7, 8, 9 times before I can get back to My Shows. Shows that I've set up to record, don't. I could care less about the guide, it doesn't suffice for everything thatÂ’s gone wrong since the update. Oh, did I mention that the descriptions are in such a small font that you can't read anything without. I can't believe such a large corporation doesn't fix, nor care about their customers problems. Plus, I have never heard of a worldwide company that has absolutely no customer service on the weekend. Not that they will ever answer. I'm going back to Sling TV.",3
627,698,699,2,"If you're into movies TV shows, you can't beat cutting the cord with PlayStation... BUT, if you want to watch sports, and you pause or delay watching, after it has started, PSV is an unmitigated disaster!!! It's bad enough that it has gaffed some of the basketball games I like to watch, where 1/2 way thru it jumps to the end. Or, won't let you watch it until it's done, which the next day, I likely hear the score before having the opportunity to watch the game, and, I wanted to watch it that night anyway! Yesterday we started watching the Super Bowl a few minutes late and paused a couple of times and the last 2 minutes of the game got cut out and it jumped to the post game interviews.

Even when I looked away and tried to start the game over and hope to see the last couple minutes, it would only rewind to the point of the post game interview... as thought the game wasn't recorded. It's all there today. Completely and totally unacceptable and a HUGE fail for your service. It doesn't matter how much less you cost, if you can't provide the service you claim you can. The value is ZERO!",3
628,699,700,0,"I ordered a custom Giants tee shirt, with my husband name and number and the lettering and the numbering on the tee shirt is way too big. The lettering and number is not the same ratio as the picture and is so huge that you can see it three blocks away. This is not what a Pro-line tee shirt looks like... It seems as though they were trying to fill the order so fast that they used any iron lettering. My husband is a die-hard Giants fan and I cannot give him this shirt. I wrote to the company for another shirt with proper lettering, even though it's a no return policy and waiting to hear back. They should be ashame to put this lettering on any sports attire... The Giants would be up set and so am I.",3
629,700,701,2,"How on earth does a company based in Florida take over one week to get a shipment to Philadelphia and Amazon can get me merchandise from the same State in two days flat? Not sure what the issue is but a big company like this needs to step their game up, terrible shipping times, glad I got clothing two weeks before a birthday or it would have been late for sure. TERRIBLE SHIPPING.",3
630,701,702,2,"When I ordered a custom jersey for my 4-year-old's birthday, it did not deliver twice. I live in a house on a street and it stated it was undeliverable. When speaking with customer service they said they could not contact them as they had no information, that blows my mind considering you are dealing with this shipping company. How do you not have any contact information or know where their carrier guns are. Landmark Global is also... No way to get a hold of anyone to figure out how to get your package. This does not make any sense to me. This website and courier I donÂ’t trust. Will never order anything from them again.",3
631,702,703,1,Customer service is a joke. You spend several minutes on hold just for them to tell you they aren't allowed to help you with anything custom ordered. Worst customer service ever. Don't waste your money ordering anything custom from them!,3
632,703,704,1,"I ordered some jerseys but my bank rejected the payment so I did some research. I found that this company has a lot of dissatisfied customers who have been mislead. The first red flag was when they tried to charge me for more money than what was listed on the checkout page. I went to their FAQ area and read this: ""11. Why do you charge my card more than your product price?"" ""We only receive the product price. The extra money may be charged by the blank as the blank fee. Hope you can understand."" NOTICE THE WRONG SPELLING OF BANK? This is a RED FLAG that this company is most likely from another country and might be a scam where you don't get what you see or ordered. If you get your order. Thank goodness for my bank! I suggest you stay far away from this place.",3
633,704,705,2,"I ordered an Eagles Super Bowl Champions polo right after they won the Super Bowl. The shirt I ordered was nearly all black and stated that the graphics would be embroidered on the shirt. Since I placed the order, the image of the shirt changed to black with gray sleeves. I didn't check the description at the time but received my shirt today and found out the item description also changed from embroidered graphics to heat sealed graphics. I paid $60 for a black shirt with embroidered graphics and received a black and grey shirt with heat sealed graphics.

I have since spoken with their customer service department several times and they are beyond useless. When explaining what was going on, the customer service agent said they would normally offer a replacement but the item is currently out of stock. She didn't seem to grasp the fact that the item description completely changed since I ordered the item and therefore a replacement was pointless because I would once again receive an incorrect item. She then said she'd waive the return fee which was obvious since they screwed it up.

However, after waiting about 3 weeks on a special event item. I can no longer find the item I originally ordered since everything is out of stock everywhere. So I had to settle for an incorrect shirt with a slight discount just so I could have something from the Super Bowl win. Overall, terrible and completely useless customer service. They could not provide me a reason for the complete change of the item I ordered. I also noticed the item number listed in their order confirmation and the PayPal transaction did not match up. I will NEVER again order from them.",3
634,705,706,1,"So, I ordered a custom Saints sweatshirt for my boyfriend's birthday... The patch completely peeled off the first time he wore it! So embarrassing. They had a fancy iron on made but didn't bother to iron it on. Worth a crap when they should have sewn it in the first place... considering it took extra processing days. When I contacted them about it they told me (after I read that it was non-returnable due to custom nature) that they could return it but not offer me a refund. I told her I didn't want another one sent just to have this happen again. I just wanted a refund... My boyfriend liked the design & we can get it sewn on but the point is this whole thing was unnecessary; especially for the price.

They offered me a $15 refund for a $75 item... ARE YOU KIDDING ME?! That didn't even cover my original cost of shipping. When I asked her why they couldn't at least offer half of the cost of the item like most places she said she was sorry but that was the best she could do. Talk about pissed. Never again ordering from here... I hope my review helps some of you guys avoid issues!",3
635,706,707,2,"I used NFL Shop for the FIRST time on Feb. 3rd (and it will be the last!). I placed an order, apparently this was a ""Special Event item' scheduled to be shipped LAST Wed. 2/7, it didn't. As of 2/15, the order is still showing as ""New."" (Normal orders show as New when you first place them, then ""Processing,"" then ""Shipped"") I have contacted Customer Service 4 times so far, 2 times via live chat, 2 times via phone and the customer service reps are clueless useless fools. Sorry to be so harsh but that's what it is.

What absolutely irks me is my card was immediately charged early morning Sun. Feb 4th - so they already have my money! The live chat I had on Tuesday morning, the responses to my questions were extremely slow, 1-2 minutes from my question to a template based answer that resolved nothing at all - and of course like any website, phone call you make, these companies want to to take a customer satisfaction survey. If I get decent customer service and a big issue is resolved, yeah I have no problem letting them know the rep was very helpful. If it's poor... sorry, not wasting my time unless they are going to give me something in return. These never improve service anyway.

My LATEST phone call about my order again, this morning. This woman, who sounded like she was eating an early lunch as she was talking softly lets me know ""your order is scheduled to ship February 7th"" - Seriously? I was floored, I immediately kind of snickered in disbelief and told her, ""ok, can you tell me what today's date is?"" There was a brief pause, then she said ""Feb 15."" Then puts me on hold to 'look into it' (yeah, sure.) Comes back and tells me it will ship today, you get an email with a tracking number (yes I know that!). Then tells me the warehouse is behind schedule. 8 days behind schedule? I realize the Super Bowl, Playoffs. Christmas are probably the most hectic times for them. But again, 8 days behind?

As for MY inconvenience I wanted free upgrade shipping since I explained - again - that they already charged my card, the info you just gave me about my item will be shipped 8 days... in the past. But no, she mumbled again, refused to upgrade. So do I think my item will ship today... no. If it does I'll be stunned. I plan to call again in a few hours to maybe get someone with a brain cell, and get a straight answer, no I won't deal with the useless ""Live Chat"" on the site again. Perhaps I'll get lucky. If this was some 10-15 dollar order, I wouldn't be AS ticked off, that doesn't matter though. This is just junk service! I just only wish this item was available in nearby stores in my area, it's not and that's why I chose this site. In fact the item I bought is sold out on every site I've checked! I will never order from NFL Shop again!",3
636,707,708,2,"When the Eagles won the Super Bowl I ordered the T-Shirt, the beanie, and the towels. I never received confirmation that the order went through but the money was out of my account. The website said Â“Ships before 2/12Â”. I just received the shirt but there was no beanie or towels and when I asked they said it would ship in another 3 days. Almost two weeks after I placed the order. I could have driven to Philadelphia and bought my stuff there and got it faster. When I talked to customer service they never claimed fault and when I complained about when it was supposed to ship they said Â“Is there anything else I can help you with?Â” I may never shop through them again.",3
637,708,709,2,"Ordered a championship t-shirt night of the Eagles Super Bowl. NFL.com claimed free shipping with Shop Runner. That did not happen and they charged for shipping. The t-shirt is 12 days out; they claim it is special order but I saw thousands of fans wearing the t-shirt at the parade. So I guess once they get your money, you go to the bottom of the pile. NEVER AGAIN!",3
638,709,710,1,"I ordered a Superbowl LII t-shirt and an Eagles Superbowl jersey 2 weeks ago. Both items were listed as in stock with 4-5 day delivery, plenty of time before the game. 2 weeks later and 2 days after the game I'm still waiting on the package. I called customer support 2x the week before the game to cancel the order but was promised it would arrive before the game. They said customer service received a ""memo"" that all orders would arrive before the game as promised. This was a lie, I'm sure they screwed a lot of people with false shipping promises and were banking on customers keeping the items regardless of them arriving after the season had ended. I will be returning the package as soon as it arrives and will never order from NFLShop.com or Fanatics again. I advise everyone to avoid.",3
639,710,711,1,"I am a die hard Philadelphia Eagles fan, and was very excited to see that they were going to the Super Bowl this season. I wanted to buy some fan gear for the game, so I had decided to order from an online site. I chose NFL Shop, because of the name (had never used them before). I placed my order for a Special Event Jay Ajayi game jersey and a conference championship shirt on 26 January with expedited shipping. I received a confirmation email that stated that I would receive my items by 3 February, the day before the Super Bowl game. Well, I didn't receive my items before the game and was totally devastated since the Eagle had won the game. A few days later, I received an email stating that my shirt was shipped, but the jersey was delayed. I didn't receive my first item via expedited shipping, so I contacted customer service and they refunded my shipping fee/gave me a partial refund on my jersey and told me that I would receive my jersey 10 February.

Got an email on 6 February that my jersey is yet delayed again with no confirmation of a delivery date this time. I am totally infuriated at this point!!! I called customer service again, and I demanded to know the reason that the jersey that I had purchased has been delayed for a third time. This time I was told that my jersey would ship by 16 February. I exploded! I told the agent that I was going to order the same jersey from another service to prove that they could beat this last promised delivery date from NFL Shop (even with the expedited shipping that I had originally purchased), then I will call NFL Shop back to cancel my jersey order with a refund of my remaining balance, as well as finding an avenue to leave the worst review that I could possibly give.

I also told the customer service agent that it's apparent that NFL Shop would have as many so called issues as they are having when the Eagles win their very first and only Super Bowl, but I bet that never happens when customers/fans purchase Patriots gear. LMAO, then she gave me another partial refund on the jersey. NFL Shop is such a fake, and a joke, and I can assure everyone out there that I will never be using their lack of services again. Please don't fall into the same trap that I did.",3
640,711,712,1,"Ordered an Eagles jersey on January 25, next to the jersey it said Special Event item, would ship before January 31. January 31 rolls around and no confirmation email, nothing. So I called and did an online chat with customer service. They apologized for the confusion, but I was pretty clear that the website stated would not ship any later than January 31. On Thursday, I contacted again and they said it would arrive at my house on Saturday January 3, I made sure to ask that it would be arriving at my house on Saturday, not being shipped on Saturday.

Well, did not get my confirmation shipping email until 02/02. Needless to say, I did not get my jersey before the game. This is clearly a reoccurring issue, it is not just due to the Superbowl. It now says I will not get that jersey until Feb. 08, but that jersey will be returned the minute it gets here. If you need an item quickly or expect it by a certain day don't order on NFL Shop, but if you are fine waiting do as you please. All in all bad customer service, and was extremely disappointed. But Go Birds.",3
641,713,714,2,"This is the second time I ordered from the NFLshop.com. First was a customized hoodie with name and number on the back. Decal on the back was completely off center! Called them and they re-sent another one. Now order conference champion shirts, waited almost 2 weeks for the shirts and yet another shirt ordered with the underdog decal on it came off centered again. This is how you conduct business??? You have the NFL name attached to your business. I don't understand how this place is still in business.",3
642,714,715,1,"I ordered a Super Bowl T-shirt as a gift for my son on January 24th. It is now Super Bowl Sunday and the T shirt has STILL not arrived!!! I called customer service and they took no responsibility for this fiasco and abysmal customer service. They blamed the shipping company which is not my problem. It is theirs. The ""best"" NFL Shop can offer is 30% off a T-shirt that they failed to deliver for the big day! A huge disappointment and customer service failure. If I had known this, I never would have bought a product from them and will never do so again. The worst customer experience ever! You've been warned.",3
643,715,716,1,"I ordered a Super Bowl Jersey specifically for tomorrow. I placed the order last week using overnight shipping. My jersey is still not here almost 2 weeks later, and is not arriving until the day after the Super Bowl. IÂ’m very disappointed! This is false advertising and I will not purchase anything from the NFL shop EVER AGAIN! You guys should be ashamed! Especially after the fiasco that happened with other peopleÂ’s orders placed for Christmas!",3
644,716,717,1,"I am extremely disappointed in the advertising scams that NFL Shop is participating in. On January 21 after the football game, an ad came across Facebook about ordering Eagle Items to be ""prepared for the Superbowl"" as I am an Ajayi fan, I decided to order a Tshirt with the number 36 and Ajayi on the back. It was the women's. The website had Guaranteed free shipping within three business days. I received a confirmation email from NFL Shop. It too stated, ""Your order will be shipped within three business days"" - well guess what?? It is now Feb 1 and my order hasn't even been processed let alone shipped. But they sure took my money.

After a long online ""chat"" with a customer service rep, I was told that the item I ordered was actually a ""Preorder"" item and that there is not any anticipated ship date as of today! She inferred that I was not the first person to complain, however, in looking at the website today and the item I ordered, it is still being advertised as ""will ship within three business days."" So long story short. Don't expect any item you purchase from them to be shipped in a timely manner. They choose to Scam customers into paying money when they KNOW items will not ship as promised.",3
645,717,718,1,"Ordered custom shirt for daughter 8 days prior to Super Bowl. I called Servicing to confirm status since it is the 3rd day and I still have not received confirmation the order has shipped. Rep stated it is in process but gave zero assurance it would be mailed today. Rep advised order is due to arrive February 9th since it is being shipping from Kentucky. I can drive to Kentucky in less than 12 hours but it takes 9 calendar days for my shirt to arrive. My daughter was crushed. Spoke to so called Supervisor Jasmin who provided no help other than repeating what the previous rep stated.

Asked for her Supervisor and she went into complete stall tactic mode by placing me on hold and then returning stating her Manager was not in and they would call me back within 24 hours (step 1 in stall tactic handbook). Also, she somehow did not know the name or number to the President of her company, not the Corporate Office Number, Retention Department and blatantly lied saying she knows who her General Manager (Deidre, If she even exists) is but does not know her contact number. If you are ok waiting 15 days for your product by all means purchase but buyer beware because you have been warned!",3
646,718,719,1,My girlfriend purchased some Old Spice Ambassador deodorant on the 16th of May 2018. I started using it as of the 17th of May. I sometimes used it once or twice per day. On Tuesday May 22 I felt something under my armpits that felt like a scratch. When I got home from work I checked my armpit and my armpit was almost burnt. There was a rash and some blistering. Looks like Old Spice might be putting some kind of acid in their products. This has never happened to me in my life before. First and last time using Old Spice. I donÂ’t recommend it to anyone.,3
647,719,720,2,"Decided to try Old Spice Fresh deodorant after a sale advertisement at a local store. After using for 2 days, I developed an underarm rash with burning and itching. Stopped using it, and the rash appeared lighter in appearance after using zinc oxide cream. Itching has eased as well. Contacted P&G, where they issued a Visa gift card in the amount of the deodorant price to satisfy me. Decided To go on the web to check about others affected. I have not activated the gift card.",3
648,720,721,1,"This is by far the most corrupt corporation I have ever come in contact with. They deliberately keep these horrendous products on the market when they cause so much pain. I used Old Spice deodorant, specifically the ""Fresh"" brand, and after the first three uses I got severe lacerations and chemical burns under both arms. I was in some of the most severe pain I have ever experienced, and couldn't move my arms. This is ridiculous! These products must be annihilated from the market! Never should you EVER buy any products by Old Spice. And I never will support this company in ANY way, ever again.",3
649,721,722,1,"My 18 year old son has worn this. First day noticed a tingling/burning feeling. Second day little red. Today he is on fire! Blood red and blistered up around the armpits. His first time using Old Spice product deodorant and he has a chemical burn. He cannot put his arms down and literally crying in pain. This is a boy that has broken many bones before but this has brought the tears! We tried washing the area, big mistake! Used our sprayer at sink with cold water. Put burn cream on it. That did not work. Made it worse. I have now put A & D ointment on it. That has soothed him for the moment. I also called the # on the back of the product. No help. Just acted like I was stupid & it was his skin that had the problem. It wasnÂ’t the product. My son is in pain & it looks horrible!! IÂ’m not the first person to have a complaint of this product. Something needs to be done!!",3
650,722,723,2,"I used Old Spice's Aqua Reef deodorant on 1/21/18, a few hours later, my underarms were red and irritated. Over the next few days, the irritation worsened. To the point of blistering and peeling. I have had to seek medical advice for the issue and have been in SEVERE pain. The company is negligent in ensuring their product is safe for consumers. For some reason the left armpit has fared much worse than the right, and the irritation is around the perimeter of the underarm and not the center... It still HURTS LIKE HELL. Pictures do not do this injury justice as you can't see the raw red 'meat' in the creases. I was forced to select 1 star, but this product is in the negative and so is Old Spice (P&G) for lacking to care for consumer safety.",3
651,723,724,2,"I have been using Old Spice for many many years, the last one I used was Pure Sport High Endurance. I put on a clean shirt and before I left the house my wife said, Â“What's on your shirt?Â”. The shirt was wet from the deodorant, I changed and hung the old shirt up to dry. The next day it was still wet. My wife washed both the first and second shirt. Both of them were bleached out under the arms. Time to change deodorants!!!",3
652,724,725,1,"I've been using Old Spice body wash and deodorant for a long time and never had any problems. I recently switched to Old Spice High Endurance because that's what my wife bought. After a few days I developed this terrible rash. I started itching, it was burning and extremely uncomfortable. I stopped using it and saw that were lawsuits, complaints and it seems as if nothing had been done. People like myself are getting these burns and rashes and Old Spice doesn't seem to want to look into their horribly manufactured product. I hope something gets done because I'm sure it's embarrassing for men and myself to have this rash/burn on our underarms.",3
653,725,726,2,"Returned a pair of shoes on July 19, never heard anything. So emailed the company, and they wanted proof of delivery from UPS. I provided that immediately and again didnÂ’t get a response. Finally called them and was told UPS must have changed the tracking number so they were unable to verify receiving the item. Now it was sent to the refund department, and was told it could take at least a month to resolve. I will never order shoes from here again! After reading all of these reviews, I see I am not alone. Adidas needs to do better when youÂ’re paying a lot of money for their product. Unacceptable customer service!",3
654,726,727,2,"Sent shoes back for a credit in the beginning of MAY! We're now about to be in AUGUST & I still HAVE YET to get any sort of credit. Called customer service today, they said it just got to corporate and should have to wait another 3-5 weeks to receive my credit. This is ridiculous. Will NEVER order or return anything online again.",3
655,727,728,2,"I ordered 2 pair of NMD Prime Knit Shoes on May 17. I received 12 pairs of toddler's shoes. I contacted them, talked to supervisor which said that they could only give me return label and I have to re-order my shoes, which deals was already expired and sizes were gone. I wasn't happy but I returned them anyway in June. And up to today, I still don't have my refund! I called, emailed, chatted, I did everything. It is so hard to contact them thru call, most of the times line is busy. When I did, one of the cs tried to help me, and he said that the first cs who issued the return label did not attach it to the order, thus refund was not processed. Time passed, I still didnÂ’t have my refund, I emailed them and was told that the management rejected the refund because it's more than 2 months!!! WTH... I'm so mad now. I'm preparing to take it to my cc to dispute it.",3
656,728,729,2,"This was my first time ordering online thru adidas.com - I had a 15% off for new clients and bought sale items. Adidas ended up double charging me for my order and I ended up returning 4 out of the 5 items I purchased. I've called 3x about the double charge - customer service said they had to send it to ""Corporate"" and I should receive my refund in 10 business days. My refund is still not posted. I called today, and the representative said the department that handles refunds never got my refund request.

I still have not received a refund for the items I returned; online it says my return was processed and should receive credit by July 19 - I still don't have the credit. The representative today said it's PayPal's fault and it takes up to 30 days, yet she can't see in the system where it says I will receive a refund. What a joke of a system. I'm so frustrated with Adidas and it's being a waste of my time to continue calling and be put on hold and have them research my issue and get a different story every time. Will NEVER purchase from Adidas ever again.",3
657,729,730,0,"I placed several orders during their 4th of July sale. In first 2 orders, I only ordered shoes. They arrived on time and in good condition, however, in my last 2 orders, I ordered shoes & other accessories together and they both missed a pack of sock in my last 2 orders. When I found it at the beginning, I contact their agent via online chat. It took 30 minutes to wait in line, and he told me he can't re-send the missed item. I have to place a new order, but he already send the request to their warehouse. He told me I'll get the refund in 7 business day. So, I placed it again but I haven't receive any refund or heard anything from them until now and it was on Jun 30.

After I placed the new order for my missing sock, I placed another order with shoe & 2 pack of socks for my friend who lives in overseas, however, when I opened the package, I found they missed 1 pack of sock again. (I did make a video while I open the box), I try to use their live chat again, and it get crashed. I called their customer services line, have to wait about 20 minutes (that's what the voice message said, I guess probably have to wait longer). I leave a message to their Twitter, I wrote a mail to them, none of these methods can reach out them or get a reply.

The 1st missed item order happened on Jun 30. The 2nd missed item order happened on July 7 (these are the date I get the package). I tried to contact them immediately, but it seems they have a big problem. 2 packs of sock probably only cost $11 when it's on sale, but it really feel sucks when they have this kind of services, and I didn't buy this stuff for myself. These are just my overseas friends whom I'll visited in Oct. I don't know what to do since they never reply. I probably just let it go and never shop on their website anymore.",3
658,731,732,2,I had the same problem as several others reported here. I've made a purchase and after many days I have not received the tracking number yet. On the site the information is that the order has been confirmed and waiting to be packed. Since always. Now the product is sold out in their website. I tried to get in touch by all the ways they suggest. Twitter no one answers. In the chat no one returns contact. On the phone I've called dozens of times and right now I'm waiting 45 minutes. This is insanely disrespectful. Sad to see such a famous company treat their customers that way. Adidas never again. I've never had such a problem with Nike.,3
659,732,733,1,"Ordered my daughter a pair of women's volleyball shoes from adidasonline.us - - do NOT order from this website. After 3 weeks, shoes came - nothing like we ordered. Wrong size, wrong shoe - a running shoe came, not even a mix up on a volleyball shoe style. The return should be at their expense, but they will not take a return other than me pay for it. I'm told the warehouse messed up and now they are out of what we ordered. The only 'good' gesture was to offer me 15% refund. Yet, now I have to go buy volleyball shoes and spend more. Terrible service!",3
660,733,734,0,"I ordered a pair of typical Adidas trail running shoes online at Adidas.com. I was told they had 75 pair in stock and would ship the next day. After 8 days I began to wonder why they hadn't emailed me a tracking number yet. Tried email no response after 3 days. Tried calling, they simply don't answer the phone. I left my phone on speaker for 25 minutes at one point. They never answered. I eventually had to cancel the VISA card I placed the order with to prevent them from billing me. It's been a month and still have not heard a word from Adidas. I guess they just want your money and that's the end of the deal as far as they are concerned. And FYI their 100% satisfaction return policy is just for store credit. You cannot get a refund for any reason whatsoever, even never receiving it.",3
661,734,735,2,Order a MI adidas & supposed to receive it in 4 to 6 week. It's been over 7 week & nothing yet. Called them couple of time & threw me some fake information. Called them after a few days and now will be ship 8 week after. Bought this shoes April 12 & will ship June 13. They haven't respect the shipment days. Will go on vacation on June 3rd & thought would received it before but unfortunately won't. They could have done something for me to get it before that but they are too lazy for that. Maybe this will be the last time I deal with them.,3
662,735,736,2,"I ordered a pair of shoes in November and never got the shoes, I have been in contact with Adidas since then and never got my refund, I even went thru customer relations where they denied my request for a refund saying the shoes were signed and delivered but when I checked my Adidas order tracker on adidas.com it still said not delivered, I check UPS and They also say LOST PACKAGE so I called again and the person I spoke to said there's nothing they can do. Call UPS because UPS let Adidas know the package was signed for and delivered, I call UPS and they say the package is lost and Adidas should refund me soon and there's nothing else they can do. So I'm just being tossed back and forth between companies, meanwhile it's been 6 months so I can't file a claim thru my credit card so I'm out the $275. Never shopping at Adidas again, I spent $3000+ on adidas.com last year alone, Nike treats and value their customers way better.",3
663,736,737,1,"Adidas, doesn't care if their product, breaks or has a flaw that cause their product to prematurely crack and become useless. Customer service isn't poor, its worst than poor. Bought product from Direct Sports, notified them of the issue and they told us to notify Adidas about the issue, submitted form online explaining what happen and that was a big advocate of their product. That this item must of had a flaw or a defect in manufacturing and could they please help rectify the situation please.

A few days later get a response they were sorry that we were dissatisfied with their product and to contact #. Called the number and it was Dicks sporting goods customer service. We bought the bat at Direct Sports, so I sent a email back to Adidas informing them, no response! Submitted other forms asking for help and clarification, and nothing back. Have been a big Advocate for Adidas Product, but after seeing their lack of customer care, Fact is they didn't even want to investigate to make sure they don't have real problem with a product, that could harm sales? Sad.",3
664,737,738,1,"Wow, I am extremely disappointed with my experience at Adidas. I ordered a pair of Ultra Boost laceless online as a V-day gift. Not only did they arrive late which I was not upset about but when I got home the package wasnÂ’t there. I thought it was a mistake so I called them all week and they assured me that the FedEx driver dropped it off. They opened up an investigation and called the driver. Of course he said he left it at the door. But the representative told me that the driverÂ’s writing wasnÂ’t very clear and he tried to write he took it to the wrong address and then back to a facility. The driver denied it however. They told me to wait 30 days while they investigate so I did. Another representative told me that FedEx has been stealing a lot of packages and that this happens often so they will change couriers. That made me feel like I had hope!!! 30 days passed and no one contacted me so I called and they tell me since 30 days passed I have to wait for an email and canÂ’t talk about this to them on the phone! So ridiculous. So now almost 3 months later I finally receive an email stating that FedEx has denied this investigation so therefore they wonÂ’t give me a refund or my merchandise. I find it so disrespectful that such a big company behaves this way. And they canÂ’t even face you. I will never order from Adidas again. They donÂ’t care about their customers. They keep thinking because theyÂ’re paying celebrities to support this brand, they donÂ’t have to treat us regular customers with respect. We choose to spend our hard earned money on Adidas for them to treat us like garbage. Now IÂ’m out of the money and the merchandise. Never again!! P.S: When I wrote a review on their actual website to warn others, they did not want to post it and emailed me that this didnÂ’t meet their review guidelines. So Basically they only post the good reviews. What a trash and deceiving company this is.",3
665,738,739,2,"Found a great-looking pair of black and orange Adidas high tops -- apparently, straight from the company's site. Ordered March 14. After a few weeks, I asked where they were. A non-native English speaker responded with semi-intelligible language, telling me sorry and they'll will get right on it. Something finally arrived, and it was a completely different show -- brown and you can't even tell it's Adidas. Based on everyone else's experience, I'm not expecting satisfaction. I think they have no idea of what actual show I wanted, and if they do it'll be a long time waiting. Just wish I could reclaim my money spent.",3
666,739,740,1,"I had been a loyal adidas customer until now. Long story short, my order hasn't been delivered, maybe stolen. For the past 3.5 months I have called adidas, filed claims, spent hours talking to incompetent reps. Every time I was told I will get a response back within 7-10 business days, I have never gotten any response. So after 5 filed claims, hours on the phone, 3.5 months waiting for my refund, I found out today that my claim was officially declined. So I didn't get my order, paid over $100 for it, and at this point my bank cannot help me disputing this charge cause it has been too long. ADVICE: If you haven't gotten your order, filed a claim, and haven't heard back from adidas, dispute your charge right away. Adidas doesn't care about you not receiving your order, it only cares about getting your money.",3
667,740,741,0,"My son saved his money to purchase a very expensive pair of NMD_R2 PRIMEKNIT SHOES. He was so thrilled to receive them and wore them the very next day. Before he even got to lunch, his foot came through the front of the shoe causing him to fall in the hall at school. How does that even happen? One of his teachers even called to let me know that he was not being crazy and that his foot just went through the shoe while he had stopped at the water fountain. She said she had Â“never seen anything like it.Â” He was devastated when he got home and of course we called Adidas. We took pictures, submitted claims, returned the shoes. We followed each of their process steps as directed. It is the end of March! They have had the claim started since January 17th. They have had the shoes in their possession for well over a month. We have received no response, no shoes and no refund of any sort.",3
668,741,742,0,"I ordered two pairs of NMDs, one women's Size and oneÂ’s menÂ’s size 11.5, and they were shipped with one tracking number on Feb 11th. Got a notification they were both delivered on Feb 14th. Opened my door and there was a tiny package big enough to fit only one shoe. Opened it and only the womenÂ’s NMD was inside but the packing label said both were to be in there. I donÂ’t know how a menÂ’s size 11.5 would have fit. I called customer service on the 14th and got a nice guy who probably was new. Told him that both shoes were supposed to be delivered but the box only contained the womenÂ’s NMD. He put in a lost item claim and told me it would take 3-5 days for them to get back. Called back on the 22nd because I didnÂ’t hear anything. Spoke with another nice lady. She said that it would take 8-30 days for them to get back with an answer and that she saw a claim had been filed. Called today, March 19th, because I havenÂ’t heard anything. Spoke with a lady who said that an actual claim wasnÂ’t filed until the 25th of Feb and I would have to wait 30 days from that. She then goes on to say that the real claim is one filed with FedEx and they determine what should be done. Hold up so she is telling me that itÂ’s FedEx's fault that the NMDs werenÂ’t in that box and they make a decision.

FedEx in my opinion did nothing wrong. They delivered a package on time from Adidas. Whoever packed and labeled the shoes for Shipment should be the ones at fault. When you look up the label created for Shipment it even says only one item was in the box and only one tracking number was created for both the shoes.

So now itÂ’s been a month of no shoes, which were a gift, and no refund and the decision lies completely with FedEx.",3
669,742,743,0,"I woke up at 3 am to order a pair of limited Ultra boost LTD shoes. I happen to snag a pair, and upon receiving the shoes, I noticed that the cage was cracked where the laces were. So I call Adidas and get the most unprofessional support. First off, Adidas must be just hiring anyone for their customer service because the representatives you talk to do not sound professional. Even the supervisor I requested to talk to didn't give a care in the world about my issue. All he could offer me was to return the shoes and gave me a 15% discount code.",3
