id,label,description
842,1,I paid for a new x22 pocket bike automatic. I received a manual badly damage. Brake light missing kick stand damage. Look like a test bike. I paid over 700 hundred. For a new bike. I received an un package product. I new something was wrong when ups driver ask me was is new. I refused shipment. I waiting 2 weeks for nothing.do not buy from them save yourself a lot of time and money.
843,3,"My wife and I took a cruise, September 19-28, on Norwegian Getaway Cruise Line. The staff was friendly and we had a great vacation. When I received my final bill there was a charge of $7.67. I went to customer service and they said the charge was for a beer. I explained to them that I nor my wife drink alcoholic beverages, we never have. Very politely they said it would be taken off my bill.
When I got home the charge of $7.67 was on my credit card, plus another charge. I called Norwegian, they said the other charge was for another beer charge on the last day of the cruise. So I got charged for two beers, plus I was lied to. Either someone got into my room and took two beers or Norwegian is creating a scam on their customers like Well Fargo did. I have one question for Norwegian Cruise Line, if you were me, would you book a cruise through Norwegian? I truly hope this is a mistake on Norwegian's staff and not a scam. If Norwegian corrects their mistakes and refunds my money for the two beers, I accept their apology. All I want is my money refunded."
844,1,"Grand Slam does business through amazon.com.   I placed an order on 3/11/2010, they claimed to have shipped it the same day.  My account was charged 2 days later.  As of 3/28/2010, I have not received my order.  It is a small package reportedly sent 1st class mail.  From Georgia to Michigan should not take 3 weeks.  I have written three e-mails and made one phone call, all of which have not been answered.  Perhaps my order got lost in the mail, but with no response from the company, it is more likely never sent.  I am now forced to report it as a fraudulent charge to my bank."
845,1,"After taking a 2 week trial membership last year, I was asked to sign a contract for a year membership.  As I explained to the rep, I was unemployed and would not have been able to pay for a membership.  The rep told me that the company would automatically cancel my membership due to financial hardship if I found that I could no longer pay.  I asked if this were in the contract and the answer was no but the rep said that he would honor it and remember.  I did not join. I am a member now and was told that I had access to the gym in both Marietta and Atlanta for $69 per month.  I found out later that this wasn't true and I only had access to the Marietta location.  I was also told that my rate of $69 per month was the lowest rate possible. However a good friend is a member and she pays $49 per month and is able to use both gyms as many times as she wants.  This is a $20 difference!  My plan is a restricted 3 times a week plan.   When I complained about the rate that I am paying versus my friend, I was told that nothing could be done.  When I asked to speak with the manager, he was never available nor would he (Brandon) return my VM.   I am so sorry that I joined X3 Sports.  The folks that sale contracts are sneaky, deceptive and seem to be allergic to the truth.   They don't realize that what goes around comes around. I also belong to another gym and I have never had any issue with them.  The owner is above board and the membership rates are standard across the board.  The gym also honors corporate accounts and that rate is standard across the board.   When World became aware of my unemployment situation, they worked with me. They have a heart and soul. I say Beware spend your money on something else like Crossfit which has no membership contract to sign, purely month to month, leave and come back when you want without a 30 cancellation clause with the manager's signature. The workouts are intense.  I wish I had heeded my own advice.   I made an expanse mistake by joining X3 Sports."
846,1,"Worst store to have to deal with, shady sales techniques and switch and bait too. Avoid at all Costs. Sold me an item that was on sale, sent me email confirming this, later sent another email showing when it should be at my door step.4 days later they send a email saying order canceled because it is out of stock. I checked online and it shows in stock and a higher price now, I called and they say it's in stock, but at a price over 3 times higher. They can put the order in, I say NO, then they offer 20% discount. That is still higher than I could get them from many other stores. They tried to say it was a pricing error , but they sent email just saying it's out of stock, to try to get me to order at inflated price. Also reported them to BBB."
847,1,"Sadly, I wish I had checked before buying! It seems that another customer has had problems with BRAVO SPORTS - VARIFLEX products. Hopefully others will read before they buy any products from this company! My complaint is this: We purchased a trampoline for our boys for Christmas (2009). Dad put it together and they finally we able to enjoy it that afternoon. We have 4 boys. 15, 13 and 10 year old twins. Our older boys are big boys and as such were only allowed on one at a time. The twins are 70 & 75 lbs. Mind you the weight limit is 250lbs. So they enjoy the trampoline Friday night, Saturday and part of Sunday. By Monday the springs are completely stretched out and the bounce is gone. OK, maybe we got bad springs… right? Hubby calls the company and they have the nerve to say we are at fault because the twins bounced together! First of all, no where in the paperwork does it say one person at a time because of the weight. It says one person at a time because of the risk for serious injury. Keep in mind the twins together only weigh 145lbs. Way below the limit of 250lbs. The supervisor was extremely rude to my husband and refused to honor the warranty of their product used for 3 days! We are now returning the product to Kmart where we bought it. Tsk Tsk Bravo Sports... Shame On You!!"
848,1,"John sold me my ATV and charged me for extended warranty service.  When my air filter busted only three months later, I brought it in and had it repaired.  THERE WAS NO REPAIR, they only cleaned out the dust and sent me on my way.  3 months later I was back again -THANKS FOR WASTING MY TIME!!!!!!!!!! John is a lier and doesn't even work there anymore.  He charged me for the warranty and never set it up.  Now if I want to get my Sportsman fixed, I have to pay for the f***ing dust filter to be replaced.  Thanks for wasting my time and money.  Sincerely, Cheated and Lied To!!!!!"
849,1,"When I had received my scooter on 4/28/08 it had minor scratches and the fuel gage is not working.  So I had called and spoke with Parts Manager Carl M, I had sent faxes, called and only one call back that they would replace the parts, no parts.  The battery is not holding charge, and the scooter is now not working at all. I feel ripped off an taken advantage of by this company, an have no way to get in touch with them any longer. I felt the scooter would be perfect only because the gas price kept rising. Now I have a product that is of no use to me that I paid for.  MC-08 Rocketa Maui 50 Deluxe.  I don’t know what I could do about this matter and hope someone could help me."
850,2,"Trip to Cuba - Hurricane Irma created flooding and destruction in Havana. I live in Florida and also suffered damages from Irma. No power until a few days right before the cruise. Needless to say these two problems necessitated me to request a cancellation or rescheduling of the trip. NCL replied with ""The port is open and we are sailing."" No refund no reschedule. Since then I have learned that there is fungus mold and bacteria from the streets that were flooded. The seas were still turbulent as the hurricane was still moving north. I will never use NCL again."
851,1,"I went to Omega Sports to sell some old baseball cards on 2/6/12.  While looking through my booklet of cards the owner began taking certain cards out of there slots and putting them back in different slots in the book.  He claimed that if my rarer cards were in the top of the booklet they had an increased chance of falling out and getting damaged.  I thought he was doing me a favor until I returned home and looked at the photos I took of the cards before going there.  It hindsight why would he take it upon himself to do this instead of just informing me.  He purchased two cards from me that were not in a booklet but in a fire proof box I had brought also.  Later, I was putting some of the photos online to sell when I noticed a card missing that had been in the photo but was now gone.  When I called to confront him he claimed he purchased the card.  My brother was there as a witness to the transaction and he claimed he only bought cards he didn't have and I only had two he could use.  When I questioned him not only did he say he had a bunch of that card but he got very angry and was screaming at me.  When I requested to see the surveillance tapes of that day he hung up.  I'm filing a report with the Mall today.  Although he claims it was only worth $1, the fact remains that he is a thief and not a person anyone should deal with.  "
852,2,"This is the worst and I don't believe it can be topped. On Aug 16, 2011 I took by bike to the dealer for repair. I dropped it going 23mph and accidently hit a curb on a turn. Anyway after various part backorders and other stories I got my repair completed and bike returned to me on Nov. 25; over 3 months I waited and the estimate was $6982.00. They told me when I left with bike the reason the neutral light did not work was a shifter sensor (on back-order)... I know more than they do when it comes to fixing a bike. When I paid these guys I got my bike back to the house and all my indicator lights were out and the wires were cut! I don't understand how a Victory dealer can operate this way. To get my N neutral light and the other lights to work I took the headlight off and spliced them back together. All is ok now and I will never take it back there. I feel lucky to have escaped! I would never step foot in this place! I purchased my Kingpin from them... no problem. When I returned to have it repaired it took 3 months. When I finally got the bike bike it was repaired badly. For example the wiring was broken and they actually thought it needed a sensor; all it needed was the wiring repaired. There were many other issues that would fill a book. Bottom line: very bad management and I do not believe the techs are certified. These are terrible things to say but my repair cost 7K and it was one of the worst experiences in my life. If I ever need anything for or done to my Victory it will not be done by Freedom Power Sports."
853,1,Out of the blue I get a call from this company asking me to purchase an ad on the back of the local school t-shirts. I was skeptical about the whole thing so I asked for some references. They said they would call me back with them. Never called i never received my shirts. So this company is a total rip off. Do not do business with them unless you want to throw your money down the drain.  
854,2,I went into the Play it again sports tonight and finally got service from the long hair pot head working the counter. I asked about used Kettlebells and I was then talked down to by the pot head in regards that they have never used bells in his 2 years working there. Then he told me to look on line for the auction sites. I thought I would just check and see if they had anything it is there name. I felt very insulted by the way a salesman would talk to a customer. I will not visit play it again sports ever.
855,2,"I had surgery on both of my feet and my doctor wrote me a note stating that I can not work out for an indefinite period of time due to the healing process and other complications that could occur especially with participating in boxing. X3 - cancellation department and location - are trying to tell me that I can cancel my contract but only if I pay the full termination fee. I can not help the fact that I am not able to hold up my end of the bargain and every other gym I have researched would let you out due to having a medical condition that prevents you from using the facility, the ones I checked are snap, LA Fitness and Golds Gym, I am sure mostly every other gym allows this. Also, I sent an email to X3 Sports on 1/10 and never once received a response back, I ended up having to go in there today to finally figure out what is going on - that's horrible customer service!"
856,1,These people are unbelievable with the way they talk to their customers. I called them to explain how I did not order 2 jerseys I only wanted one and the two they sent were both incorrect. The owner argued with me and told me that I was wrong and I had to eat the hundred and fifteen dollars I had spent and if I wanted it fixed I had to spend the money on buying a whole new one. I went to their site to order my dad a nice gift for Christmas and I was ripped off. Additionally I have never been treated so inconsiderately before so I defiantly would not use these people again.
857,1,"I purchased my car in the first week in September, week 2 in September I returned the car to Mr. Keith Johnson, and I told him that when I am driving  the Toyota that, it loss power when on the expresses way. which was very dangerous. I explained I didn’t want to kill anyone more did I want to get killed.my car was kept for 3 months, within those 3 months I had trouble contacting Mr. Johnson, One day I stop by the Dealership, my car looked as those it had been abended, (have pictures to show). there was mud up to the door am my tires were flat. Mr. Johnson called me apologizing saying they had to tow my car, out of mud. My car was given back to me in December. he told me that it was the battery and that they had fixed the problem. the car continued to have the same problem Mr. Keith Johnson and Prince has ignored all phone Calls.as of today my car had broken down completely and I am afraid that I may loss my job I have no transportation. This car should have never been sold to me are anyone else. and this car lot should have not sold this car. that’s not fair to me being a woman or anyone else.to be sold a car that does not work."
858,3,"I am seeking all the expenses for a 2005 BMW x5 4.4 from Darrin Grooms Auto Sports that I have had to pay for that should have been taken care of before they delivered me this vehicle on July 12th, 2012. I was aware that the navigation system did not work properly because I addressed that through pictures I saw before I purchased. I could tell something was wrong by the pictures online... They replaced the navigation system and pushed me towards a after market system after bringing it to BMW and confirming it was burnt out. I agreed to do the after market system but they never disclosed to me that would ruin the sound system and the built in sub-woofers would not work. I have to spend $149 for an amphiphile to get them to work, which i did with my Visa off amazon and was quoted $250.00 to get this installed. As soon as they installed the new amp the built in subwoofer shorted the amp out and it burned up The built in subwoofers DO NOT WORK. II still had to pay the guys $250 to wire the car for the amp and still have no sound I now purchased a aftermarket base tube that cost me $320 and waiting for that to arrive to get it installed. The actual built in bass speakers that fit the car about sling used for $450. When they installed the aftermarket sound system/ navigation and wired it in they broke the center console lights and shipped me the car with those hanging down and the clips broken off. I have Tape holding this up. The vehicle had not been detailed or cleaned what’s so ever. There were blood stains, carpets were stained everywhere, doghair filled the door storage compartments. Most importantly the right rear door has a big crack through it that the salesperson said was not there before they sold me the vehicle. I have pictures of all this and sent them to the salesperson. The vehicle was for sale for over 3 months at this dealership that I am aware of from checking auto trader randomly. They told me they didn’t have time to get the vehicle cleaned up before they shipped it to me. They priced the door out as did I and it is $2400 to replace the inside panel. I used my visa to detail the vehicle inside only for $65. I then had to bring the vehicle to a guy with special buffing compound to try to get all the oxidation off the plastic pieces around all the windows and used my Visa for $50. The ready windshield wiper blade was half hanging down from the vehicle and had to replace that as well $10..The salesperson verbally agreed to fill the vehicle in gas before they shipped it to me because the last vehicle I purchased from them, they sent dead empty. This one they also sent dead empty. i used my visa and filled it up for $89. While driving the vehicle, if you let go of the steering wheel it would rip you right off the road. The alignment was way off and the tires had not been rotated and had huge indentions assisting in pulling you off the road. Tires Plus in Boca Raton did the work and reported that this vehicle had not been properly serviced and will need new tires to correct the issue because those were ruined. I payed for a alignment with my Visa $131… I have repeatedly called the dealership since the vehicle got delivered on July 12th around 12:30pm. As soon as the vehicle came off the truck I made my first hone cal. I have called 12 times since and got the same answer that they were working on it and trying to get a hold of the owner and would call me back. They never called me back. The last time I called July 26 at 2:30pm and spoke with Jason the Sales manager he told me the owner is done with me and to go ahead and do what I have to do because they are to helping me with anything. The salesman Jacob and Sales manager Jason agreed that they were responsible for a lot of these issues and they should have never sent me the vehicle this way. Jacob also said that they never got to see the vehicle before it was shipped because it came right from the audio shop and on the truck. As a repeat customer and being very satisfied with my first purchase I was hoping for a better outcome and customer service with this one."
859,1,"We have been ripped off by Sunny Sports in California.  The 50cc scooter 2 wheels on the front had issues the first time it went on the road. Light bulb out, then running light out, then bearings fell a part (some missing, some only half a bearing was there; have photos), bracket broke (rusty metal - Photos) to hold fender up, then bracket broke in the same spot on the other side and they have never sent one, horn stopped working, back tire not on right, belt broke, discovered clutch parts were substandard and damaged.  Took scooter to shop to be fixed and found the steering parts were so bad they refused to have their staff take it for a test drive.  Parts do not come or they are damaged parts.  They force their customers to purchase 6 months of parts for a fee $69.99 and then do not send parts. Put us on hold and never return or they hang up the phone on us.  They say parts are shipped and then find out they never had them.  The owner of this company is Chinese so they say and he can't be reached because he speaks only Chinese.  They claim they never know what parts are being delivered from China until they arrive.  Since they know who we are now they won't return phone calls, answer emails, or return our money.  This scooter has only been on the road maybe 3 weeks and all this happened during the 3 weeks. STAY CLEAR OF THIS COMPANY!! They have cost us $3000."
860,3,"Purchased moped on-line via credit card.  Approx. one week after purchase, sales rep. (Terry) left a voicemail message to call back, but didn't mention what it was about. I tried to get in touch with him twice, on different days.  Customer service reps said, both times, He's not in.  I tried one more time to get a hold of him...same answer. So I complained to the customer service rep about him not returning my calls.  Shipping window was 10 to 15 days.  On day 14, I called to find out anything. He did call me back this time.  He said the communication problem was due to phone tag.  That was a lie.  He had my phone # and I have voicemail.   He said there was a problem getting the windshield for this moped and it would be an estimated 4 more weeks before I would receive the moped.  He then said it could be shipped, w/o windshield, next week and I would be reversed purchase $80 for no windshield.  So I agreed to that. And the rest of the sales end of it happened just that way. Thank you."
861,1,"We ordered our baseball uniforms from Sports 55 in December 2011.  On 2/8/12 we ordered another set of uniforms for some players we picked up.  Over a week later we noticed the team account had not been drafted for that order so we called Sports 55 back. They forgot to process our order but went ahead and did so supposedly while we were on the phone with the. It is now June and we still have no idea where these uniforms are! We have made numerous calls, emails and can never get an answer. We have asked to speak to the owner (John Ebrel) and of course he is never available to take a call. Even tried stopping payment on the order and can’t do it because the payment had been made over 60 days ago.  We were promised to have these uniforms in 4 to 6 weeks and we are going on 16 WEEKS and still don’t have the uniforms!! Called today and told the guy who answered, and he informed me to read the fine print on the website. Stated it could take up to 10 weeks but never once could tell me why the order I placed has been going on 16 weeks. Here we are with 1 tournament left in our season with no idea when we will see our uniforms from this business.  Throughout the year, we went to several tournaments and there were teams there with exactly the same complaints. Always told 4 to 6 weeks but never seen a uniform in that time frame...if at all!!! Never do business with these people. You can but they are going to take your money and u may or may not get the stuff you order!"
862,3,"After waiting for over a month longer than what they promised to get my electric bike, I got a two year old bike instead of a new one. it was scratched and wrong parts and all and no charger with it. so I called and called to get the charger. then finally sept. 12th.t hey told me the charger was shipped fed ex and should arrive by the 14th or 15th at the latest. It never came. I called fed ex. and was told that nothing anywhere in there records showed any thing for my address. I can not believe these outright lies. so I sit with a bike that is useless to my son, and have had to put our vacation on hold until I can get this thing resolved."
863,1,"My husband ordered a trike from this company on May 18 and paid by electronic transfer (cash).  On Friday, June 8, 2012, he suffered 2 strokes.  He is not able to drive the trike due to the strokes. I called the company 2 days after this happened - they said the trike had not shipped.  I explained my story and was told to call back on Monday.  I called back  and was told to send an email to the customer service dept - there was nobody I could talk to.  The receptionist told me they would respond promptly.  After not hearing back, I called the net day and was told to talk to the manager Pat, who was aware of the situation and who had my paperwork on his desk.  After 3 calls to Pat, he finally got on the phone.  I explained what had happened and he told me since we did not pay by credit card he would not refund my money, but would give me store credit.  The trike cost $4700!  when I told him that it should have made no difference how I paid, they had my money regardless, he again said that in no way would he refund my money.  I asked to please speak to the owners and he told me it would be a very unpleasant conversation since I was trying to take money out of their pockets! He then began berating me for Alling over something so trivial as a trike! I again tried to explain that this was an extenuating medical circumstance - he finally said he would call the owners and would call me the net afternoon. Of course I have heard nothing from him.  My attorney allied him today and he picked up the phone and immediately hung it back up.  The receptionist would then not put any more calls through.  They took this situation and made it unbearable - that is a lot of money and I am outraged to have been treated so poorly by this company.  I am going to seek whatever legal actions I can afford to stop them from treating people this way.  They should be shut down."
864,1,"Please find below a pasted copy of the email I sent to this company. As you will see, the questions I asked were normal, legitimate questions anyone would ask when coming across the claim of a company willing to pay 5% per day. However, Mr. Williams apparently didn't think it was worth a response, even though I really was prepared to give this company thousands of dollars. When I went back to look that the site again a couple of days later (today), I found that his website home page has been down for more than 12 hours, even though the rest of the pages were still working when accessed directly. This made me suspicious enough to search for his name on Google, where I came across this previous post on this website from the man from Tennessee. Thank you, ripoffreport, for being here and saving me from getting ripped off! Regards, Rick (here is the email I sent, below:) Dear Mr. Paul J. Williams: As you can see from the email below, I wrote you a few days ago to ask you some questions that seem like pretty normal questions to me. I even told you that I am ready to open an account under the right set up circumstances. However, for some reason you are not answering your email. Additionally, now it seems that your home page is no longer online, although the rest of your site is still up of the URL to those other pages are directly typed into the computer. Since this all seemed like strange behavior for someone who purportedly wanted money from me, I did a Google search on you, personally, and came up with this result: ripoffreport.com/reports/ripoff184766.htm According to this submission, you took money from someone in Tennessee under the pretenses advertised and didn't bother to follow through with what your site says you will do. Is this true? Are you ever going to answer my emails, or the emails of the guy you allegedly ripped off? I don't know you at all, but what I am seeing so far is not real impressive. Please respond and let me know what is going on here. If this is nothing more than a scam, please have the character to just say so, and you'll never hear from me again. However, if this is legitimate, then I have to say that so far you are handling yourself in a very unprofessional manner. I suppose it's a good thing that you are not the only one involved in arbitrage listed on Google. Oh, well. NEXT! From: Rick Sent: Wednesday, April 12, 2006 1:02 PM To: 'admin@sportsarbitrageinvestor.com' Subject: Investor Questions Dear Sir: I am new to arbitrage, as I only heard of it through a friend a couple of days ago. From the way it was described, I am amazed that more people don't know about this if it's supposedly such a sure thing. If you will indulge me, I have a couple of questions I did not see on your website: Is it possible to lose money instead of earning the 5% you promise? If so, how is that possible? If it's not possible to lose money, how is that possible? I mean, it IS based on gambling, right? If it's not possible to lose money, why hasn't the world financial market jumped on board, totally redefining the way the world does business? Regarding the account you describe, is that an account that your company keeps for me, or are you merely referring to my E-Gold account? Also, is there a way to access and/or monitor the progress online through a website somehow on a real-time, daily basis? If I am some how ripped of in this process, how do I legally protect myself since I am not an English citizen in the (hopefully) unlikely event that you don't do what you say you will do? (I am an American who currently resides in the Philippines.) If you can answer these questions to my satisfaction, I will be happy to open an account immediately with your firm to see how this goes. Thanks in advance for taking the time to answer these questions questions that I am sure you probably answer all the time. I look forward to a long and prosperous future together."
865,3,"I had a friend who went to MM to purchase a motorcycle (Cr250) and the sales guys told him that they couldn’t finance the bike unless he put $1,000.00 down on it. Well my friend didn’t have the cash to do that so he told them it he didn’t want to do the deal. They proceeded on by telling him they could just say that he put the money down and everything would be taken care of. He didn’t go home with the bike that day but about a month later he gets a bill in the mail for the bike (his first months payment) He decides to call them and find out what’s going on since he didn’t even have the bike. They tell him that he needs to come pick it up since he bought it. So him and I drive down there and (By) the guy in charge in sales office looks over at us and says so your back to pick up the bike? and my friend tell him yeah sure... they By says well give us our money(the $1000.00) and take it, if you don’t have it get out of here I don't want to play Fucking games. so my friend and I walk out empty handed and confused. He never picked up the bike, He did receive a few more bills in the mail for it though. As a side note I have personally experienced bad customer service and heard many other horror story’s from the motorsports company’s."
866,2,"I bought a 4-wheeler in August of 2007. I took pictures of the damage of the damage. I sent them the pictures via the e-mail. Through numerous e-mails and I can't tell you how many phone calls. All I have ever gotten from them is excuses for not getting the damaged parts replaced. It is now May 18th. I actually went to the place to find out why my parts are not being taken care of. They actually tried to give me a part to fix the bike, it was as bad as the one I have. Then Carl the parts manager told me that he would have the parts at my home in two weeks. Guess what, two weeks went by and not parts. I called them and they would have to get back with my later that day. 4 hours later they did call me back. Shocked me! When I asked about my parts. He just told me more excuses as to why. I hung up on them, but not until I told them that I contacted the Kansas Attorney General. I am way past fed up with this business. They have no customer service. AT ALL !!"
867,1,"I contacted the sky dive place on 1/10/06 to schedule a dive for my father in law who is going to be 100 in Feb. He wanted to dive on Feb 18th in Greenville. I called and made reservations and he was charged $287.70 on his Mastercard. They called back the next day and said that the drop zone in Greenville was unavailable at that time and we would have to drive to Rome Ga, which is across the state (we are on the east side and it on the west). I told them I would like to have a refund and they said it was non-refundable because I didn't pay the extra $32.50 at the time of purchase. Well, who knows that they would want to cancel at time of purchase? I offered to pay the 32.50 at the time of the refund request and they said I could not. It is only available at the time of purchase. In the meantime I contacted Flying tigers of Clemson and told him of my dilemma. He said Oh No Not you too!. He told me that this company I paid WAS NOT a Skydiving company and that the reason we could not use the drop zone in Greenville is because it had closed in 2000. He told me to contact the US Para trooping Assoc. in Va. and report them which I did. The US Par. Assn. Told me to call the credit card company Immediately and deny those charges. AND to contact the The Atty Generals office and report it so I did. I contacted the credit card company again and they are going to send me paperwork to fill out. In the meantime, I made reservations with the Flying Tigers of Clemson for him to make his dive. They only accept cash at the time of the drop, just in case it rains etc. These people need to have their website pulled and made to refund all monies to the people that have NO IDEA of who they are dealing with until the credit card number is given them. If I have to, I will let my father in law press charges against me for using his number without his permission (which he did give me his card to do this with). I want to see them brought in to court upon charges of Fraud. If anyone else has had this same problem and received their refund, please let me know. Thanks."
868,1,"I have copied the letter I wrote to this company, it is below and has all the details of their scam. In a nutshell, we ordered a GO CART. When the Go Cart arrived it had incomplete instructions and missing parts. WE had professionals attempt to assemble it, this took TWO WEEKS at which they determined that it was a defective product and should be sent back. ALL NEW Sports will not except the product back citing that we had it beyond 7 days......They have a BUYSAFE guarantee which they will not UPHOLD!!!THEY BLOCKED his ability to email them. My child is devastated having waited years for the day that he would finally get a Go Cart and now that the day arrived, the Go cart is a piece of crap!!! We spent 2500.00 to find out that this company scams people! DON'T BUY FROM THESE SCAMMERS!!! Letter written August 31, 2007 to All New Sports, we purchase a Go Cart from you at the end of July 2007. My son was so excited and waited for the cart to arrive in excited suspense... We received the cart on August 10, 2007. I had a mechanic come to my home and attempt to assemble it. I called you that afternoon with a complaint. 1. The instructions were absolutely the most ridiculous instructions and completely no help. 2. There seems to be missing hardware. Your customer service rep was very rude and insisted that I am not mechanically inclined. He stated that, Your company suggests that all their customers take the carts to professionals to assemble them. He also stated that the directions are Chinese American and always come that way... everyone has a problem with them. He said then instructed me to call technical support and hung up on me. My questions to you are: 1. If you insist that you customers take the carts to professionals, how much time do you think it would take to have the professionals assemble them? They usually can not stop what they are doing just for your cart, they do have other business to attend too... It does take time to get it to and from the professionals as well... Do you really think a week is enough time for this???? 2. If YOU KNOW everyone has a problem with your instructions, why do you keep sending them out???? Why do you not add extra time onto your return policy if you know the instructions are a joke?? 3. Why are your people so rude to customers? I did as your customer service rep instructed and I called Technical support who informed me that they would research the directions and email us a copy. We waited over 24 hours and did not hear back from them. On Saturday, the 11th, I called back your customer support and complained again. This time I was told to call back Technical support and that they will walk us through the assembly. We had another mechanic over (now there are TWO working on this cart) and called back Tech support. Your tech support asked my mechanic to hold the line and NEVER came back onto the phone!! After three days of working on this cart, my two mechanics gave up and suggested that we ship it to a shop that specializes in rebuilding, modifying and problem Carts. My son was devastated with the time that he had to wait. He can see the cart but he can't touch it, it was crushing him with each passing day. We had to book an appointment for this specialty mechanic. It took us 4 days until we could get in. The cart was shipped over to them and was in their care for over a week. Finally they called and told us that they had worked consistently on the cart, and they still cannot get it up and running. They stated that there are so many problems with it and it must be returned. They backed this statement in writing. Again my son was devastated... now the cart will never work??? Now he has to wait for this one to be sent back and a new one to arrive?? My husband called your company and then followed up with an email. He explained the issues with the cart and the fact that we need to return it, as we have exhausted every other possibility. Your response was that we had it over the 7 day limit and then you BLOCKED HIS EMAIL ADDRESS!!! (email attached) What kind of company does that??? Definitely not a reputable one!!! The entire time we had this cart it has been in the assembly stage, it has never been run and CAN'T EVER BE....We literal did everything in our power to fix this cart and it can not be......It must be returned and we will fight you for this rip off if you do not comply with YOUR PROMISES FOR A SAFE TRANSACTION. I am writing to BUYSAFE, BBB and RIPOFF REPORT.COM. I have PHONE RECORDS, and MECHANIC's RECORDS to back us....we will not stop until you make the arrangements for this cart to be picked up and refund our money back...It is so obvious that you have a 7 day return policy because you know that it will take over 7 days until your customers find out that your Carts are a rip off and by then, it is too late, according to YOU, to return them. Is that why your all NEW sports???? It is businesses like yours which make Internet transactions unsafe. Can't you find a way to make money LEGIMATELY?? Don't you realize it is little children that are getting the raw end of your unethical business transactions???? If you would have cooperated and backed your promises, we would have exchanged the Go Cart with one that actually worked but instead you were rude, underhanded and unethical. Christina, Letter from My husband, Dear Jeff I'm not satisfied with your product period. I will return it as never used. The agreement for warranty and the return policy were just received on August 20th asking me to sign and return. Why would you send me this document if I had already agreed? As for the 7 day return policy the product was not received until August 10th. Assembly was conducted immediately following and your customer service department was notified of the issues. In fact your office attempted to give instructions over the phone and I might add were perceived as rude and reluctantly cooperative. Once again, I am requesting you accept this return for a full reimbursement. The product will be prepared for shipping by Friday, August 24th. Once again I am requesting that you honor this return. The integrity of All New Sports as well as ethical business practice is what is in question. I look forward to your cooperation in this matter. "
869,2,"We were at Sports Authority and needed heavy socks for boots. I found three identical pair of socks in a clearance bin but only one of the packages were marked as $4.97, regular price was $12.99. When we went to check out, all of the socks rang up at $13.99 ($1.00 more than the regular price tag) and the cashier refused to adjust the price and suggested that we or someone else must have put the clearance tag on the one pair. I was of course furious and very embarrassed at her accusation. She called a manager who also refused to alter the price, then the store manager(Jim) suggested that someone put the socks in the bin and one of the clearance tags had been put on the socks, then also refused to alter the price on the two pair that didn't have clearance price tags on them, even though the three were identical! I'm really frustrated about this because anywhere you go, the retailer will adjust prices if there is a mistake, obviously Sports Authority doesn't care about being fair to their customers. I'm waiting to hear from their district manager at this point."
870,1,Ordered a pair of hockey skates. Credit card was charged immediately during the order process! (this was already a bad sign.) Aret Carlson sends me an email informing me item is on backorder and will not ship for three weeks! I promptly respond asking for a shipping address change since I was not expecting such a long delivery time. Get no response. Two weeks later send another email to customer service asking for order status. No response. Phone number is disconnected. On the promised shipped date I send another email asking for shipping confirmation and tracking number. No response. I did some research and found that they have an unsatisfactory rating with their local BBB. Three weeks later still no response and no hockey skates. Phone number still disconnected. Called credit card company which is now investigating. Don't do business with this company.
871,1,"On April 5, 2007, we complained to their accounts department regarding a change on my husband's account - renewing automatically his membership after his one-year contract expired - $599.00 for a year - and all of a sudden our VISA was charged $83.74. Stephanie at accounting filed up a request for refund form, indicating that the refund would be processed in 30 -60 days. I spoke to Stephanie, after leaving several messages were that went unreturned, who told me her supervisor did not approved the request. During our meeting in April she never indicated that the request needed to be approved, nor did anyone ever notified of this refusal to return our money. According to the consumer protection act they needed to provide my husband with a registered letter or a hand delivered letter requesting his signature before any further transactions were made, since he paid for a year in advanced and his membership expired, thus making the contract void. I have requested a copy of the above documents (i.e., letters with my husband's signature) and I was told that the contract overrode the consumer protection act and this was not required. Under present legislation, this is fraud, so I would like to make other consumers aware of it."
